skuErp;skuSite;descricao
14775;14775-001-U;Puxador Ponto Tucson 201 Cromado - Torralba - G
14788;14788-001-U;Puxador Alça Zigrinato il1570 128mm Dourado - Italyline - 128MM
14797;14797-001-U;Puxador Alça Liveri IL950 192mm Dourado Fosco - Italyline - Único
14802;14802-001-U;Puxador Duplo Estrela 256MM Gold Escovado - Jador - Único
14803;14803-001-U;Puxador Para Portas Duplo Estrela 256MM Gold - Jador - Único
14804;14804-001-U;Puxador Para Portas Duplo Estrela 256MM Cromado - Jador - Único
14807;14807-001-U;Puxador Alça Piaui 96mm Cromado - Torralba - 96MM
14808;14808-001-U;Puxador Alça Libero Nuovo 256mm Preto Fosco - Torralba - 256MM
14825;14825-001-U;Puxador Coin M Níquel Escovado - Zen Design - Único
14826;14826-001-U;Puxador Ponto Coin M Cromado - Zen Design - Único
14827;14827-001-U;Puxador Ponto Coin M Branco - Zen Design - Único
14828;14828-001-U;Puxador Ponto Coin P Dourado - Zen Design - Único
14829;14829-001-U;Puxador Ponto Coin P Gold - Zen Design - Único
14830;14830-001-U;Puxador Ponto Coin P Cromado - Zen Design - Único
14831;14831-001-U;Puxador Ponto Coin P Branco - Zen Design - Único
14833;14833-001-U;Puxador Embutir  Smart 160mm Preto -Zen Design - 160MM
14834;14834-001-U;Puxador Ponto Coin P Níquel Escovado - Zen Design - Único
14873;14873-001-U;Puxador Alça Bang 1835 256MM Dourado - Torralba - Único
14921;14921-001-U;Puxador Alça Ramo 64mm Dourado - Zen Design - 64MM
14922;14922-001-U;Puxador ponto Borboleta Rosa Baby - Jador - Único
14928;14928-001-U;Puxador Concha Kitten 64mm Dourado - Zen Design - 64MM
14937;14937-001-U;Puxador Alça Oeiras 1688 96MM Cromado - Torralba - Único
14938;14938-001-U;Puxador Alça Oeiras 1692 224MM Cromado - Torralba - Único
14939;14939-001-U;Puxador Alça Oeiras 1693 256MM Cromado - Torralba - Único
14940;14940-001-U;Puxador Alça Piaui 3265 96MM Niquel Escovado - Torralba - Único
14941;14941-001-U;Puxador Alça Piaui 3266 128MM Niquel Escovado - Torralba - Único
14942;14942-001-U;Puxador Alça Piaiu 160MM Niquel Escovado - Torralba - Único
14943;14943-001-U;Puxador Alça Piaui 3268 192MM Niquel Escovado - Torralba - Único
14945;14945-001-U;Puxador Alça Oeiras 1690 160MM Cromado - Torralba - Único
14974;14974-001-U;Puxador Embutir Dressa Piccolo Dourado Matte- Zen Design - Único
15037;15037-001-U;Puxador Alça Bang 1835 256MM Preto Fosco - Torralba - 256MM
15049;15049-001-U;Puxador Alça Traso 128MM Rose Escovado - Zen Design - 128MM
15124;15124-001-U;Puxador Alça Tecno 352MM Niquel Escovado - Zen Design - 352MM
15134;15134-001-U;Puxador Ponto Tucson 200 Prata Velho Escovado -Torralba - Único
15135;15135-001-U;Puxador Ponto Tucson Prata Velho Escovado Prata - Torralba - Único
15168;15168-001-U;Puxador Ponto Vizzini IL1650 32MM Dourado Fosco - Italyline - Único
15171;15171-001-U;Puxador Alça Auri IL1710 94x46 32MM Dourado Fosco - Italyline - Único
15172;15172-001-U;Puxador Alça Laces IL1790 192MM Dourado Fosco - Italyline - Único
15173;15173-001-U;Puxador Alça Laces IL1790 128MM Dourado Fosco - Italyline - Único
15174;15174-001-U;Puxador Ponto Avela 209 Cromado- Torralba - Único
15176;15176-001-U;Puxador  Ponto Sinnai IL808 30MM Ouro Real - Italyline - Único
15178;15178-001-U;Puxador Alça Traso 128MM Bronze - Zen Design - 128MM
15213;15213-001-U;Puxador Concha Eden 1791 64mm Niquel Acetinado - Torralba - Único
15214;15214-001-U;Puxador Alça Libero Nuovo 200mm Preto - Torralba - 200MM
15215;15215-001-U;Puxador Alça Libero Nuovo 1000mm Preto - Torralba - Único
15275;15275-001-U;Puxador Para Portas  Duplo Estrela 384MM Gold Opaco - Jador - Único
15374;15374-001-U;Puxador Para Portas Duplo DF926 300MM Dourado -Italyline - Único
15375;15375-001-U;Puxador Para Portas Duplo DF933 600MM Dourado Matte - Italyline - Único
15387;15387-001-U;Puxador Alça Bang 1835 192mm Preto -Torralba - 192MM
15398;15398-001-U;Puxador Alça Norbello IL1740 160MM Dourado Fosco - Italyline - 128MM
15401;15401-001-U;Puxador Para Porta Duplo 991 300MM Cobre -Italyline - Único
15424;15424-001-U;Puxador Alça Traso 32mm Preto - Zen Design - 32MM
15425;15425-001-U;Puxador Alça Traso 32mm Bronze - Zen Design - 32MM
15426;15426-001-U;Puxador Alça Traso 32mm Rose Escovado - Zen Design - 32MM
15427;15427-001-U;Puxador Alça Traso 32mm Gold - Zen Design - 32MM
15452;15452-001-U;Puxador Ponto Beetle Branco - Zen Design - Único
15485;15485-001-U;Puxador Zigrinato IL1580 288mm Dourado Matte - Italyline - Único
15496;15496-001-U;Puxador Sobrepor Citizen P 45 Graus Escovado - Zen Design - P
15531;15531-001-U;Puxador Alça Bloc 2172 64MM Dourado - Torralba - Único
15532;15532-001-U;Puxador Ponto Bloc 2171 32MM Dourado - Torralba - Único
15535;15535-001-U;Puxador Ponto Dexter 6022 39MM Dourado - Torralba - Único
15537;15537-001-U;Puxador Liveri IL950 Alça 288mm Cromado - Italyline - 288MM
15538;15538-001-U;Puxador Liveri IL950 Alça 288mm Escovado - Italyline - 288MM
15546;15546-001-U;Puxador Concha Kitten 64mm Preto - Zen Design - 64MM
15547;15547-001-U;Puxador Concha Kitten 64mm Gold Escovado - Zen Design - 64MM
15555;15555-001-U;Puxador para Portas Tellus Maior Duplo 352mm Preto - Zen Design - Único
15557;15557-001-U;Puxador para Portas Tellus Maior Duplo 352mm Gold Esc - Zen Design - Único
15587;15587-001-U;Puxador Concha Kitten 64mm Gold - Zen Design - 64MM
15588;15588-001-U;Puxador Concha Kitten 64mm Níquel Escovado - Zen Design - 64MM
15615;15615-001-U;Puxador Ponto Seixo G Gold Kit com 11 Unidades - G
15622;15622-001-U;Puxador Para Portas Tellus Maior Duplo 352mm Dourado - Zen Design - Único
15630;15630-001-U;Puxador Duplo Creta Gold 300MM - Zen Design - 300MM
15631;15631-001-U;Puxador Duplo Creta Gold Escovado 300MM - Zen Design - 300MM
15632;15632-001-U;Puxador Duplo Creta Dourado 700MM - Zen Design - 700MM
15633;15633-001-U;Puxador Duplo Creta Preto 700MM - Zen Design - 700MM
15634;15634-001-U;Puxador Ponto Seixo G Amalfi - Zen Design - G
15635;15635-001-U;Puxador Ponto Seixo G Giallo - Zen Design - G
15636;15636-001-U;Puxador Ponto Seixo G Damasco - Zen Design - G
15637;15637-001-U;Puxador Ponto Seixo G Menta - Zen Design - G
15638;15638-001-U;Puxador Ponto Seixo G Azaleia - Zen Design - G
15639;15639-001-U;Puxador Ponto Seixo G Fieno - Zen Design - G
15640;15640-001-U;Puxador Alça Ramo 64mm Azaleia - Zen Design - 64MM
15641;15641-001-U;Puxador Alça Ramo 64mm Menta - Zen Design - 64MM
15642;15642-001-U;Puxador Coin Miumiu M Amalfi - Zen Design - M
15643;15643-001-U;Puxador Coin Caracol M Menta - Zen Design - M
15644;15644-001-U;Puxador Coin Piupiu M Damasco - Zen Design - M
15645;15645-001-U;Puxador Pignatta M Piupiu Branco/Giallo - Zen Design - M
15646;15646-001-U;Puxador Pignatta Caracol M Rose/Azaleia - Zen Design - M
15647;15647-001-U;Puxador Pignatta Miumiu M Gold/Fieno - Zen Design - M
15648;15648-001-U;Puxador Ponto Bali Granado Mini - Zen Design - MINI
15649;15649-001-U;Puxador Ponto Bali Granado Mini Gold - Zen Design - MINI
15650;15650-001-U;Puxador Ponto Bali Granado Mini Gold Escovado - Zen Design - MINI
15651;15651-001-U;Puxador Ponto Budha P Gold - Zen Design - P
15652;15652-001-U;Puxador Ponto Budha P Dourado - Zen Design - P
15653;15653-001-U;Puxador Ponto Budha P Gold Escovado - Zen Design - P
15654;15654-001-U;Puxador Ponto Budha G Preto - Zen Design - G
15655;15655-001-U;Puxador Ponto Budha G Cromado - Zen Design - G
15656;15656-001-U;Puxador Ponto Budha P Níquel Escovado - Zen Design - P
15657;15657-001-U;Puxador Ponto Coin Avorio P Gold - Zen Design - P
15658;15658-001-U;Puxador Ponto Coin Avorio M Gold Escovado - Zen Design - M
15659;15659-001-U;Puxador Ponto Coin Avorio G Onix Escovado - Zen Design - G
15660;15660-001-U;Puxador Ponto Coin Avorio P Rose - Zen Design - P
15661;15661-001-U;Puxador Ponto Coin Avorio M Rose Escovado - Zen Design - M
15662;15662-001-U;Puxador Ponto Coin Avorio G Dourado Matte - Zen Design - G
15663;15663-001-U;Puxador Alça Cuccina Dourado/Preto - Zen Design - Único
15664;15664-001-U;Puxador Alça Cuccina Gold/Branco - Zen Design - Único
15665;15665-001-U;Puxador Alça Cuccina Gold Escovado/Cromado - Zen Design - Único
15666;15666-001-U;Puxador Ponto Cuccina Gold Escovado/Cromado - Zen Design - Único
15667;15667-001-U;Puxador Ponto Cuccina Dourado/Preto - Zen Design - Único
15668;15668-001-U;Puxador Ponto Cuccina Gold/Branco - Zen Design - Único
15669;15669-001-U;Puxador Ponto Cuccina Onix Escovado - Zen Design - Único
15670;15670-001-U;Puxador Alça Cuccina Onix Escovado - Zen Design - Único
15679;15679-001-U;Puxador Concha Shell 64mm Gold 21 Unidades - 64MM
15691;15691-001-U;Puxador Alça Tellus Wood 160mm Branco - Zen Design - 160MM
15703;15703-001-U;Puxador ponto Borboleta Escovado - Jador - Único
15711;15711-001-U;Puxador para Porta Duplo H Retangular 300MM Inox Polido - Único
15732;15732-001-U;Puxador Ponto Seixo P Rose Escovado - Zen Design - Único
15815;15815-001-U;Puxador Alça Sorento Liso 320MM Bronze - Zen Design - 320MM
15818;15818-001-U;Batente Magnético para Porta Inox Escovado 1688 - Único
15822;15822-001-U;Batente Magnético para Porta Cromado 118 - Único
15823;15823-001-U;Batente Magnético de Porta Inox Escovado 831 - Único
15824;15824-001-U;Puxador Alça Estrela 384MM Escovado - Jador - 384MM
15825;15825-001-U;Puxador Alça Estrela 448MM Escovado - Jador - 448MM
15853;15853-001-U;Cabide Nuvem 50MM Cromado - Jador - Único
15899;15899-001-U;Puxador Ponto Elefante Cristais SS10 Gold Opaco - Jador - Único
15900;15900-001-U;Puxador Ponto Gatinho Gold Opaco - Jador - Único
15901;15901-001-U;Puxador Ponto Buldogue Frances Black Silk - Jador - Único
15902;15902-001-U;Puxador Ponto Vira Lata Preto Opaco - Jador - Único
15903;15903-001-U;Puxador Ponto Pug Red Gold - Jador - Único
15904;15904-001-U;Puxador Ponto Lulu Gold Escovado - Jador - Único
15905;15905-001-U;Puxador Ponto Leao Gold Escovado - Jador - Único
15906;15906-001-U;Puxador Ponto Cobra Red Gold Escovado - Jador - Único
15907;15907-001-U;Puxador Ponto Onça Guepardo Gold -Jador - Único
15935;15935-001-U;Puxador Ponto Auri IL1700 35MM Dourado Fosco - Italyline - Único
15936;15936-001-U;Puxador Alça Auri IL1700 111X057MM Dourado Fosco - Italyline - Único
15941;15941-001-U;Puxador Alça Vizzini IL1770 64MM Dourado Fosco - Italyline - Único
15942;15942-001-U;Puxador Ponto Drito Quadrado IL2249 30x30 Dourado - Italyline - Único
15952;15952-001-U;Puxador Ponto Cálice 2925 32mm Dourado - Torralba - Único
15957;15957-001-U;Puxador Para Portas Duplo 904 Inox 304 Polido 30X30 600MM - Italyline - Único
15958;15958-001-U;Puxador para Porta DF905 300MM - Escovado - Único
15959;15959-001-U;Puxador Para Porta Duplo 905 Inox 304 Polido 30X15  400MM - Italyline - Único
15960;15960-001-U;Puxador Para Portas Duplo 926 Inox 304 Polido 300MM -Italyline - Único
15961;15961-001-U;Puxador Para Porta Duplo 926 Inox 304 Polido 40X10 600MM - Italyline - Único
15962;15962-001-U;Puxador Para Portas Duplo 933 Inox 304 Polido 30X10  300MM -Italyline - Único
15963;15963-001-U;Puxador Para Porta Duplo 933 Inox 304 Polido 30X10 400MM - Italyline - Único
15964;15964-001-U;Puxador Para Porta Duplo 933 Inox 304 Polido 30X10  600MM - Italyline - Único
15965;15965-001-U;Puxador Para Portas Duplo 992 Inox 202 Escovado 20X20 300MM - Italyline - Único
15966;15966-001-U;Puxador Para Portas Duplo 992 Inox 202 Polido 20X20 300MM - Italyline - Único
15982;15982-001-U;Puxador Alça Valvet 224MM Gold - Zen Design - 224MM
15997;15997-001-U;Puxador Alça Tellus Maior Granado 160mm Dourado - Zen Design - 160MM
16014;16014-001-U;Puxador Ponto Sinnai IL808 30MM Dourado Matte - Italyline - Único
16018;16018-001-U;Puxador para Porta DF905 300MM Preto Fosco - Italyline - Único
16023;16023-001-U;Puxador Alça Amalfi 96MM Preto - Torralba - Único
16024;16024-001-U;Puxador Alça Amalfi  192MM  Preto - Torralba - 192MM
16099;16099-001-U;Puxador Alça Zigrinato IL1580 160mm Dourado Matte - Italyline - Único
16101;16101-001-U;Puxador Para Portas Duplo DF926 600MM Dourado Matte - Italyline - Único
16107;16107-001-U;Cabideiro Seixo G Gold - Zen Design - Único
16120;16120-001-U;Puxador Alça Liveri IL950 96MM Escovado - Italyline - Único
16121;16121-001-U;Puxador Alça Tellus Liso 448MM Preto -Zen Design - 448MM
16141;16141-001-U;Puxador Ponto Zigrinato il1580 25x25MM Dourado Matte - Italyline - Único
16156;16156-001-U;Puxador Ponto Naico 206 Cromado - Torralba - Único
16157;16157-001-U;Puxador Ponto Avelã 209 Bronze - Torralba - Único
16158;16158-001-U;Puxador Ponto Avelã 210 Bronze - Torralba - Único
16159;16159-001-U;Puxador Sobrepor Phenix 448MM Cromado - Zen Design - 448MM
16160;16160-001-U;Puxador Ponto Cálice 2925 32mm Cromado - Torralba - Único
16161;16161-001-U;Puxador Ponto Trelis 240 18MM Dourado - Torralba - Único
16162;16162-001-U;Puxador Ponto Trelis 241 28MM Dourado - Torralba - Único
16163;16163-001-U;Puxador Ponto Trelis 243 58MM Dourado - Torralba - Único
16164;16164-001-U;Puxador Alça Zigrinato IL1580 400mm Dourado Matte - Italyline - 400MM
16165;16165-001-U;Puxador Ponto Radial 2070 Preto - Torralba - Único
16166;16166-001-U;Puxador Ponto Radial 2071 16MM Preto - Torralba - Único
16167;16167-001-U;Puxador Ponto Radial 2073 64MM Preto - Torralba - Único
16168;16168-001-U;Puxador Ponto Radial 2070 Dourado - Torralba - Único
16169;16169-001-U;Puxador Ponto Radial 2071 16MM Dourado - Torralba - Único
16170;16170-001-U;Puxador Ponto Radial 2073 64MM Dourado - Torralba - Único
16171;16171-001-U;Puxador Ponto Bloc 2169 Preto - Torralba - Único
16172;16172-001-U;Puxador Ponto Bloc 2171 32MM Preto - Torralba - Único
16173;16173-001-U;Puxador Alça Bloc 2172 64MM Preto - Torralba - 64MM
16174;16174-001-U;Puxador Alça Bloc 2174 128mm Preto - Torralba - Único
16175;16175-001-U;Puxador Ponto Bloc 2169 Dourado - Torralba - Único
16176;16176-001-U;Puxador Alça Ancara 2186 224MM Dourado - Torralba - Único
16177;16177-001-U;Puxador Alça Ancara 2182 96MM Preto - Torralba - Único
16178;16178-001-U;Puxador Alça Ancara Preto 2184 160MM - Torralba - Único
16179;16179-001-U;Puxador Alça Ancara Preto 2186 224MM - Torralba - Único
16180;16180-001-U;Puxador Alça Gabiano 2137 64MM Dourado - Torralba - 64MM
16181;16181-001-U;Puxador Alça Gabiano 2139 128MM  Dourado - Torralba - Único
16182;16182-001-U;Puxador Alça Gabiano 2141 192MM Dourado - Torralba - Único
16183;16183-001-U;Puxador Ponto Escudo 4143 16MM Dourado - Torralba - Único
16184;16184-001-U;Puxador Ponto Escudo 4143 16MM Preto - Torralba - Único
16185;16185-001-U;Puxador Ponto Escudo 4143 16MM Cromado - Torralba - Único
16186;16186-001-U;Puxador Ponto Escudo 4143 16MM Niquel Escovado - Torralba - Único
16194;16194-001-U;Puxador Concha Plymouth 80MM Ottone Vechio - Zen Design - Único
16195;16195-001-U;Puxador Ponto Beetle Com Base Granada Ottone Vecchio - Zen Design - Único
16199;16199-001-U;Puxador Ponto Radial 2072 32MM Preto - Torralba - Único
16200;16200-001-U;Puxador Ponto Radial 2072 32MM  Dourado -Torralba - Único
16201;16201-001-U;Puxador Alça Ancara 2182 96MM Niquel Escovado - Torralba - Único
16202;16202-001-U;Puxador Alça 2186 224MM  Ancara Niquel Escovado -Torralba - Único
16203;16203-001-U;Puxador Alça Ancara 2184 160MM Niquel Escovado -Torralba - Único
16204;16204-001-U;Puxador Alça Ancara 2182 96mm Dourado - Torralba - 96MM
16205;16205-001-U;Puxador Alça Ancara 2184 160MM Dourado - Torralba - Único
16206;16206-001-U;Puxador Alça Bloc 2174 128MM Dourado - Torralba - Único
16207;16207-001-U;Puxador Para Portas Amalfi Dulo 800MM Dourado -Torralba - Único
16208;16208-001-U;Puxador Para Portas Flat Duplo 400MM Dourado - Torralba - Único
16209;16209-001-U;Puxador Para Portas Flat Duplo 600MM Dourado - Torralba - Único
16210;16210-001-U;Puxador Para Portas Flat Duplo 800MM Dourado - Torralba - Único
16217;16217-001-U;Puxador Ponto Avelã Cromado  - Torralba - Único
16218;16218-001-U;Puxador Ponto City 6026 34mm Dourado - Torralba - Único
16219;16219-001-U;Puxador Ponto City 6024 24mm Dourado - Torralba - Único
16222;16222-001-U;Puxador Ponto Zigrinato il1580 25x25  Dourado Fosco - Italyline - Único
16236;16236-001-U;Puxador Ponto Orion 80x31MM Rose - Zen Design - Único
16237;16237-001-U;Puxador Ponto Sorento Liso Bronze - Zen Design - Único
16238;16238-001-U;Puxador Alça Tecno 224MM Dourado Matte - Zen Design - 224MM
16239;16239-001-U;Puxador Alça Tecno 128MM Niquel Escovado - Zen Design - 128MM
16240;16240-001-U;Puxador Alça Tecno 224MM Niquel Escovado - Zen Design - 224MM
16241;16241-001-U;Puxador Alça Tellus Liso 448MM Dourado Matte - Zen Design - 448MM
16243;16243-001-U;Puxador Embutir Inca 300mm Cromo - Zen Design - 300MM
16277;16277-001-U;Puxador Ponto Auri IL1710 50MM Dourado Fosco - Italyline - Único
16283;16283-001-U;Puxador Alça Zigrinato IL1580 128mm Dourado Matte - Italyline - Único
16284;16284-001-U;Puxador Alça Zigrinato IL1580 224mm Dourado Matte - Italyline - Único
16285;16285-001-U;Puxador Alça Zigrinato IL1580 500MM Dourado Matte - Italyline - 500MM
16289;16289-001-U;Puxador Alça Laces IL1790 96MM Dourado Fosco - Italyline - Único
16290;16290-001-U;Puxador Alça Laces IL1790 32X27MM Dourado Fosco - Italyline - Único
16291;16291-001-U;Puxador Alça IL1650 64MM Dourado Fosco - Italyline - Único
16292;16292-001-U;Puxador Alça Vizzini IL1670 64MM Dourado Matte - Italyline - Único
16293;16293-001-U;Puxador Ponto Vizzini IL1670 32MM Dourado Matte -Italyline - Único
16303;16303-001-U;Puxador Alça Primus IL814 160mm Dourado Matte - Italyline - Único
16368;16368-001-U;Puxador Para Portas Duplo DF933 300MM Inox 202 Preto -Italyline - Único
16384;16384-001-U;Puxador Para Portas Duplo DF933 600MM Inox 202 Escovado - Italyline - Único
16385;16385-001-U;Puxador Para Portas Duplo DF933 400MM Inox 202 Escovado  - Italyline - Único
16386;16386-001-U;Puxador Para Portas Duplo DF933 300MM Inox 202 Escovado- Italyline - Único
16412;16412-001-U;Puxador para Portas Duplo DF905 600MM Inox 202 Escovado - Italyline - Único
16413;16413-001-U;Puxador para Portas Duplo DF905 800MM Inox 202 Escovado  - Italyline - Único
16414;16414-001-U;Puxador Alça Liveri IL950 128mm Dourado - Italyline - 128MM
16415;16415-001-U;Puxador Alça Liveri IL950 224mm Dourado Fosco  - Italyline - Único
16433;16433-001-U;Puxador Alça Rezzo IL811 128MM Inox Polido/Cromado-Italyline - 128MM
16471;16471-001-U;Puxador Liveri IL950 Alça 392MM Dourado Matte - Italyline - 392MM
16473;16473-001-U;Puxador Alça Rezzo IL811 224MM Dourado Matte - Italyline - Único
16491;16491-001-U;Puxador Alça Liveri IL950 392mm Cromado - Italyline - Único
16524;16524-001-U;Puxador para Porta DF905 600MM  Inox Preto - Italyline - Único
16531;16531-001-U;Puxador para Porta DF905 800MM Inox 202 Preto - Italyline - Único
16533;16533-001-U;Puxador Para Portas Duplo DF933 600MM Inox 202 Preto  - Italyline - Único
16645;16645-001-U;Puxador ponto Borboleta Gold Escovado - Jador - Único
